query_id,query_text,N,doc_id,title,date,link,top5_configs,relevant
1,impeachment de Dilma Rousseff,5000,3520,Advogado-geral da União avalia outras ações no Supremo,2016-04-15,http://www1.folha.uol.com.br/poder/2016/04/1761230-advogado-geral-da-uniao-avalia-outras-acoes-no-supremo.shtml,c1|c2|c3|c4,1
1,impeachment de Dilma Rousseff,5000,2037,Janaina Paschoal dá entrevistas para livro sobre impeachment de Dilma,2017-08-04,http://www1.folha.uol.com.br/colunas/monicabergamo/2017/04/1873736-janaina-paschoal-da-entrevistas-para-livro-sobre-impeachment-de-dilma.shtml,c1|c2|c3|c4,1
2,operação Lava Jato delação,5000,192,"'Tem muita delação mentirosa', diz Haddad ao ser questionado sobre Palocci",2017-09-29,http://www1.folha.uol.com.br/poder/2017/09/1922819-tem-muita-delacao-mentirosa-diz-haddad-ao-ser-questionado-sobre-palocci.shtml,c1|c2|c3|c4,1
2,operação Lava Jato delação,5000,1473,Odebrecht avança na decisão de negociar delação para executivos,2016-09-03,http://www1.folha.uol.com.br/poder/2016/03/1747856-odebrecht-avanca-na-decisao-de-negociar-delacao-para-executivos.shtml,c1|c2|c3|c4,1
2,operação Lava Jato delação,5000,4569,"Lava Jato cria processo stalinista, diz advogado",2016-05-01,http://www1.folha.uol.com.br/poder/2016/01/1725815-lava-jato-cria-processo-stalinista-diz-advogado.shtml,c1|c2|c3|c4,1
2,operação Lava Jato delação,5000,4717,Líder do governo recua e diz que não quer acabar com a Lava Jato,2016-11-17,http://www1.folha.uol.com.br/poder/2016/11/1833182-lider-do-governo-recua-e-diz-que-nao-quer-acabar-com-a-lava-jato.shtml,c1|c2|c3|c4,1
2,operação Lava Jato delação,5000,1569,"Ninguém se preocupava com Lava Jato até prisão de executivos, diz operador",2015-06-03,http://www1.folha.uol.com.br/poder/2015/03/1599175-ninguem-se-preocupava-com-lava-jato-ate-prisao-de-executivo-diz-operador.shtml,c1|c2|c3,1
2,operação Lava Jato delação,5000,1225,Delcídio diz ao STF que está sofrendo de insônia e angústia,2016-03-22,http://www1.folha.uol.com.br/poder/2016/03/1752815-delcidio-diz-ao-stf-que-esta-sofrendo-de-insonia-e-angustia.shtml,c4,1
3,reforma da previdência,5000,2447,Secretário da Previdência admite risco de atrasos na votação da reforma,2017-05-19,http://www1.folha.uol.com.br/mercado/2017/05/1885508-continuo-trabalhando-para-aprovar-a-reforma-diz-secretario-da-previdencia.shtml,c1|c2|c3|c4,1
3,reforma da previdência,5000,4008,"Não mudou nem vai mudar nada, diz relator sobre reforma da Previdência",2017-04-25,http://www1.folha.uol.com.br/mercado/2017/04/1878540-nao-mudou-nem-vai-mudar-nada-diz-relator-sobre-reforma-da-previdencia.shtml,c1|c2|c3|c4,1
3,reforma da previdência,5000,1703,Reformas de Temer estão inviabilizadas,2017-04-04,http://www1.folha.uol.com.br/colunas/vanessa-grazziotin/2017/04/1872465-reformas-de-temer-estao-inviabilizadas.shtml,c1|c2|c3|c4,1
3,reforma da previdência,5000,1002,"Reforma da Previdência deveria mudar reajuste, afirma especialista",2016-03-02,http://www1.folha.uol.com.br/mercado/2016/02/1736417-reforma-da-previdencia-deveria-mudar-reajuste-afirma-economista.shtml,c1|c2|c3|c4,1
3,reforma da previdência,5000,917,Ministro Nelson Barbosa reforça necessidade de reforma previdenciária,2016-11-03,http://www1.folha.uol.com.br/mercado/2016/03/1748925-nelson-barbosa-reforca-necessidade-de-reforma-previdenciaria.shtml,c1|c2|c3,1
3,reforma da previdência,5000,59,Temer enviará reforma da Previdência ao Congresso até o fim de setembro,2016-06-09,http://www1.folha.uol.com.br/mercado/2016/09/1810770-temer-enviara-reforma-da-previdencia-ao-congresso-ate-o-fim-de-setembro.shtml,c4,1
4,crise hídrica em São Paulo,5000,4040,Leitor diz que crise hídrica é responsável pela inflação em 2015,2016-01-15,http://www1.folha.uol.com.br/paineldoleitor/2016/01/1729742-leitor-diz-que-crise-hidrica-e-responsavel-pela-inflacao-em-2015.shtml,c1|c2|c3|c4,1
4,crise hídrica em São Paulo,5000,3130,Alalaô: Crise da água inspira canções dos blocos de rua de SP,2015-03-02,http://www1.folha.uol.com.br/cotidiano/2015/02/1584491-alalao-crise-da-agua-inspira-cancoes-dos-blocos-de-rua-de-sp.shtml,c1|c2|c3|c4,1
4,crise hídrica em São Paulo,5000,3418,Lucro da Sabesp dobra com fim do bônus e maior consumo de água,2016-08-13,http://www1.folha.uol.com.br/cotidiano/2016/08/1802543-lucro-da-sabesp-dobra-com-fim-do-bonus-e-maior-consumo-de-agua.shtml,c1|c2|c3|c4,1
4,crise hídrica em São Paulo,5000,1243,Painel FC: Governo e FPF farão campanha contra desperdício de água no Paulista,2015-09-02,http://www1.folha.uol.com.br/esporte/2015/02/1587255-painel-fc-governo-e-fpf-farao-campanha-contra-desperdicio-de-agua-no-paulista.shtml,c1|c2|c3|c4,1
4,crise hídrica em São Paulo,5000,2188,Grupo fecha pista da Consolação em ato contra a crise hídrica em SP,2015-11-02,http://www1.folha.uol.com.br/cotidiano/2015/02/1588702-grupo-fecha-pista-da-consolacao-em-ato-contra-a-crise-hidrica-em-sp.shtml,c1|c2|c3|c4,1
5,eleição municipal 2016,5000,893,"PT desiste de ter candidato a prefeito em Ribeirão Preto, terra de Palocci",2016-04-07,http://www1.folha.uol.com.br/poder/2016/07/1788387-pt-desiste-de-ter-candidato-a-prefeito-em-ribeirao-preto-terra-de-palocci.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,5000,4760,"Aliado a Paes, Romário elogia preparação para a Olimpíada",2015-01-22,http://www1.folha.uol.com.br/poder/2015/01/1579017-aliado-a-paes-romario-elogia-preparacao-para-a-olimpiada.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,5000,3629,"Ainda não decidi, diz ministro sobre participar de eleição do PMDB",2016-02-16,http://www1.folha.uol.com.br/poder/2016/02/1740057-ainda-nao-decidi-diz-ministro-sobre-participar-de-eleicao-do-pmdb.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,5000,789,"Situação é delicada para o PT, mas o partido ainda tem força, diz Haddad",2015-04-08,http://www1.folha.uol.com.br/cotidiano/2015/08/1664205-situacao-e-delicada-para-o-pt-mas-o-partido-ainda-tem-forca-diz-haddad.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,5000,2807,A derrocada do PT,2016-04-10,http://www1.folha.uol.com.br/opiniao/2016/10/1819546-a-derrocada-do-pt.shtml,c1|c2|c3,
5,eleição municipal 2016,5000,3119,"Se eleição fosse hoje, Rio não seria escolhido para sediar Jogos; assista",2015-08-22,http://www1.folha.uol.com.br/tv/tvfolhaaovivo/2015/08/1672239-se-eleicao-fosse-hoje-rio-nao-seria-escolhido-para-sediar-jogos-assista.shtml,c4,
1,impeachment de Dilma Rousseff,10000,1485,Ministério Público investigará Dilma no inquérito das pedaladas,2016-02-09,http://www1.folha.uol.com.br/poder/2016/09/1809889-mp-incluira-dilma-entre-investigados-de-inquerito-das-pedaladas.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,10000,508,Veja repercussão no exterior de votação de impeachment na Câmara,2016-04-17,http://www1.folha.uol.com.br/mundo/2016/04/1762013-veja-como-a-imprensa-estrangeira-esta-relatando-a-situacao-politica-no-brasil.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,10000,7420,"Com impeachment, país não merece confiança de investidores, diz Cardozo",2016-09-05,http://www1.folha.uol.com.br/poder/2016/05/1769404-com-impeachment-pais-nao-merece-confianca-de-investidores-diz-cardozo.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,10000,5879,Comissão do impeachment ouvirá defesa de Dilma na próxima sexta,2016-04-26,http://www1.folha.uol.com.br/poder/2016/04/1764798-comissao-do-impeachment-ouvira-defesa-de-dilma-na-proxima-sexta.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,10000,9823,Planalto agora teme que decisão de ministro do STF acelere impeachment,2016-05-04,http://www1.folha.uol.com.br/poder/2016/04/1757656-para-planalto-decisao-de-mello-facilita-acordo-para-barrar-impeachment.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,10000,192,"'Tem muita delação mentirosa', diz Haddad ao ser questionado sobre Palocci",2017-09-29,http://www1.folha.uol.com.br/poder/2017/09/1922819-tem-muita-delacao-mentirosa-diz-haddad-ao-ser-questionado-sobre-palocci.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,10000,1473,Odebrecht avança na decisão de negociar delação para executivos,2016-09-03,http://www1.folha.uol.com.br/poder/2016/03/1747856-odebrecht-avanca-na-decisao-de-negociar-delacao-para-executivos.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,10000,4569,"Lava Jato cria processo stalinista, diz advogado",2016-05-01,http://www1.folha.uol.com.br/poder/2016/01/1725815-lava-jato-cria-processo-stalinista-diz-advogado.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,10000,4992,"Sob pressão na CPI da Petrobras, advogada deixa clientes na Lava Jato",2015-07-22,http://www1.folha.uol.com.br/poder/2015/07/1658943-advogada-de-delatores-da-lava-jato-decide-renunciar-a-todos-os-clientes.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,10000,8997,"Procuradoria pede ao STF inquérito para investigar Sarney, Jucá e Renan",2017-06-02,http://www1.folha.uol.com.br/poder/2017/02/1856366-pgr-pede-abertura-de-inquerito-contra-sarney-juca-e-renan.shtml,c1|c2|c3|c4,
3,reforma da previdência,10000,6204,"Sem reforma da Previdência, Brasil paralisa em 7 anos, diz Temer",2017-03-29,http://www1.folha.uol.com.br/mercado/2017/03/1870754-sem-reforma-da-previdencia-brasil-paralisa-em-7-anos-diz-temer.shtml,c1|c2|c3|c4,
3,reforma da previdência,10000,5184,Novo ministro da Previdência pode dificultar reforma,2015-06-10,http://www1.folha.uol.com.br/poder/2015/10/1690589-novo-ministro-da-previdencia-pode-dificultar-reforma.shtml,c1|c2|c3|c4,
3,reforma da previdência,10000,2447,Secretário da Previdência admite risco de atrasos na votação da reforma,2017-05-19,http://www1.folha.uol.com.br/mercado/2017/05/1885508-continuo-trabalhando-para-aprovar-a-reforma-diz-secretario-da-previdencia.shtml,c1|c2|c3|c4,
3,reforma da previdência,10000,4008,"Não mudou nem vai mudar nada, diz relator sobre reforma da Previdência",2017-04-25,http://www1.folha.uol.com.br/mercado/2017/04/1878540-nao-mudou-nem-vai-mudar-nada-diz-relator-sobre-reforma-da-previdencia.shtml,c1|c2|c3|c4,
3,reforma da previdência,10000,8277,"'Não está fácil', diz ministro sobre convencer PRB a apoiar reforma",2017-09-05,http://www1.folha.uol.com.br/mercado/2017/05/1882426-nao-esta-facil-diz-ministro-sobre-convencer-prb-a-apoiar-reforma.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,10000,4040,Leitor diz que crise hídrica é responsável pela inflação em 2015,2016-01-15,http://www1.folha.uol.com.br/paineldoleitor/2016/01/1729742-leitor-diz-que-crise-hidrica-e-responsavel-pela-inflacao-em-2015.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,10000,3130,Alalaô: Crise da água inspira canções dos blocos de rua de SP,2015-03-02,http://www1.folha.uol.com.br/cotidiano/2015/02/1584491-alalao-crise-da-agua-inspira-cancoes-dos-blocos-de-rua-de-sp.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,10000,3418,Lucro da Sabesp dobra com fim do bônus e maior consumo de água,2016-08-13,http://www1.folha.uol.com.br/cotidiano/2016/08/1802543-lucro-da-sabesp-dobra-com-fim-do-bonus-e-maior-consumo-de-agua.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,10000,8516,Não mandem Alckmin para Marte!,2015-09-28,http://www1.folha.uol.com.br/colunas/marcosaugustogoncalves/2015/09/1687511-nao-mandem-alckmin-para-marte.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,10000,7853,"Devido à crise hídrica, Carnaval deste ano em São Paulo deve ser cancelado? Sim",2015-07-02,http://www1.folha.uol.com.br/opiniao/2015/02/1586363-devido-a-crise-hidrica-carnaval-deste-ano-em-sao-paulo-deve-ser-cancelado.shtml,c1|c2|c3,
4,crise hídrica em São Paulo,10000,2188,Grupo fecha pista da Consolação em ato contra a crise hídrica em SP,2015-11-02,http://www1.folha.uol.com.br/cotidiano/2015/02/1588702-grupo-fecha-pista-da-consolacao-em-ato-contra-a-crise-hidrica-em-sp.shtml,c4,
5,eleição municipal 2016,10000,893,"PT desiste de ter candidato a prefeito em Ribeirão Preto, terra de Palocci",2016-04-07,http://www1.folha.uol.com.br/poder/2016/07/1788387-pt-desiste-de-ter-candidato-a-prefeito-em-ribeirao-preto-terra-de-palocci.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,10000,4760,"Aliado a Paes, Romário elogia preparação para a Olimpíada",2015-01-22,http://www1.folha.uol.com.br/poder/2015/01/1579017-aliado-a-paes-romario-elogia-preparacao-para-a-olimpiada.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,10000,9857,Tucano usa verba de gabinete para fazer jornal com críticas a Haddad,2015-05-19,http://www1.folha.uol.com.br/poder/2015/05/1630764-pre-candidato-do-psdb-distribui-material-com-criticas-a-haddad.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,10000,9653,"Para Haddad, eleição na capital paulista vai ditar os rumos da política brasileira a partir de 2016",2016-07-09,http://www1.folha.uol.com.br/poder/eleicoes-2016/2016/09/1811002-para-haddad-eleicao-na-capital-paulista-vai-ditar-os-rumos-da-politica-brasileira-a-partir-de-2016.shtml,c1|c2|c3|c4,
5,eleição municipal 2016,10000,9559,Senado aprova voto distrital para eleição de vereadores,2015-04-22,http://www1.folha.uol.com.br/poder/2015/04/1619646-senado-aprova-voto-distrital-para-eleicao-de-vereadores.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,25000,11972,"Está difícil para nós e está difícil para eles, diz Rui Falcão",2016-04-17,http://www1.folha.uol.com.br/poder/2016/04/1762066-esta-dificil-para-nos-e-esta-dificil-para-eles-diz-rui-falcao.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,25000,16659,Líder do PMDB exclui contrários a Dilma de comissão de impeachment,2015-07-12,http://www1.folha.uol.com.br/poder/2015/12/1716210-lider-do-pmdb-exclui-contrarios-a-dilma-de-comissao-de-impeachment.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,25000,11918,Relembre a tramitação do impeachment de Dilma Rousseff,2016-08-31,http://www1.folha.uol.com.br/asmais/2016/08/1808752-relembre-a-tramitacao-do-impeachment-de-dilma-rousseff.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,25000,1485,Ministério Público investigará Dilma no inquérito das pedaladas,2016-02-09,http://www1.folha.uol.com.br/poder/2016/09/1809889-mp-incluira-dilma-entre-investigados-de-inquerito-das-pedaladas.shtml,c1|c2|c3|c4,
1,impeachment de Dilma Rousseff,25000,20233,Dilma decide ir ao Senado para fazer sua defesa contra impeachment,2016-08-17,http://www1.folha.uol.com.br/poder/2016/08/1803913-dilma-decide-ir-ao-senado-para-fazer-sua-defesa-contra-impeachment.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,25000,16475,"Operação corre risco desde o primeiro dia, diz procurador da Lava Jato",2016-07-07,http://www1.folha.uol.com.br/poder/2016/07/1789582-operacao-corre-risco-desde-o-primeiro-dia-diz-procurador-da-lava-jato.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,25000,18636,PF se opõe a novas delações premiadas na Lava Jato,2016-04-10,http://www1.folha.uol.com.br/poder/2016/10/1819588-pf-se-opoe-a-novas-delacoes-premiadas-na-lava-jato.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,25000,12883,Cerveró amplia delação na Lava Jato e envolve ex-governador de MT,2017-01-26,http://www1.folha.uol.com.br/poder/2017/01/1853254-cervero-amplia-delacao-na-lava-jato-e-envolve-ex-governador-do-mt.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,25000,21583,"Preso na Operação Lava Jato, Pedro Corrêa é transferido para Curitiba",2015-04-13,http://www1.folha.uol.com.br/poder/2015/04/1615954-preso-na-operacao-lava-jato-pedro-correa-e-transferido-para-curitiba.shtml,c1|c2|c3|c4,
2,operação Lava Jato delação,25000,13091,Dilma faz reunião de emergência para discutir Lula e Lava Jato,2016-04-03,http://www1.folha.uol.com.br/poder/2016/03/1746256-dilma-se-reune-com-ministros-para-discutir-operacao-contra-lula.shtml,c1|c2|c3,
2,operação Lava Jato delação,25000,18367,"Tesoureiro do PT pediu R$ 10 mi em forma de doação legal, diz delator",2015-03-16,http://www1.folha.uol.com.br/poder/2015/03/1603840-tesoureiro-do-pt-pediu-propina-de-r-10-mi-em-forma-de-doacao-legal-diz-delator.shtml,c4,
3,reforma da previdência,25000,21147,"Reforma da Previdência pode garantir selo de bom pagador, diz Padilha",2017-02-15,http://www1.folha.uol.com.br/mercado/2017/02/1858994-reforma-da-previdencia-pode-garantir-selo-de-bom-pagador-diz-padilha.shtml,c1|c2|c3|c4,
3,reforma da previdência,25000,24838,Temer tira da reforma 70% dos funcionários públicos,2017-03-23,http://www1.folha.uol.com.br/mercado/2017/03/1869079-temer-tira-da-reforma-70-dos-funcionarios.shtml,c1|c2|c3|c4,
3,reforma da previdência,25000,18524,Reforma da Previdência já tramita na Câmara como PEC 287,2016-06-12,http://www1.folha.uol.com.br/mercado/2016/12/1838774-reforma-da-previdencia-ja-tramita-na-camara-como-pec-287.shtml,c1|c2|c3|c4,
3,reforma da previdência,25000,6204,"Sem reforma da Previdência, Brasil paralisa em 7 anos, diz Temer",2017-03-29,http://www1.folha.uol.com.br/mercado/2017/03/1870754-sem-reforma-da-previdencia-brasil-paralisa-em-7-anos-diz-temer.shtml,c1|c2|c3|c4,
3,reforma da previdência,25000,16596,"'Se reforma da Previdência não sair, tchau, Bolsa Família', diz PMDB",2017-03-03,http://www1.folha.uol.com.br/mercado/2017/03/1863455-se-reforma-da-previdencia-nao-sair-tchau-bolsa-familia-diz-pmdb.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,25000,4040,Leitor diz que crise hídrica é responsável pela inflação em 2015,2016-01-15,http://www1.folha.uol.com.br/paineldoleitor/2016/01/1729742-leitor-diz-que-crise-hidrica-e-responsavel-pela-inflacao-em-2015.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,25000,12193,"Para 48%, Alckmin faz gestão ruim ou péssima da crise hídrica em SP",2015-04-11,http://www1.folha.uol.com.br/cotidiano/2015/11/1701915-para-48-alckmin-faz-gestao-ruim-ou-pessima-da-crise-hidrica-em-sp.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,25000,3130,Alalaô: Crise da água inspira canções dos blocos de rua de SP,2015-03-02,http://www1.folha.uol.com.br/cotidiano/2015/02/1584491-alalao-crise-da-agua-inspira-cancoes-dos-blocos-de-rua-de-sp.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,25000,3418,Lucro da Sabesp dobra com fim do bônus e maior consumo de água,2016-08-13,http://www1.folha.uol.com.br/cotidiano/2016/08/1802543-lucro-da-sabesp-dobra-com-fim-do-bonus-e-maior-consumo-de-agua.shtml,c1|c2|c3|c4,
4,crise hídrica em São Paulo,25000,19283,Filme relaciona o novo Código Florestal à atual crise hídrica,2015-03-14,http://www1.folha.uol.com.br/cotidiano/2015/03/1602832-filme-relaciona-o-novo-codigo-florestal-a-atual-crise-hidrica.shtml,c1|c2|c3|c4,
